,Precipitation (mm/d),Evaporation (mm/d),Water table depth (m BGL),VWC (2cm),VWC (5cm),VWC (10cm),VWC (20cm),VWC (50cm),VWC (100cm),Soil temperature (deg C),Air temperature (deg C)
2000-5-19,1,1.3217,6.8591,0.097232,0.08431,0.090967,0.0928,0.10659,0.10575,5.0306,11.845
2000-5-20,0,1.6881,6.8591,0.092817,0.081471,0.088758,0.09129,0.10553,0.10435,6.04,14.007
2000-5-21,0,1.1404,6.8591,0.089492,0.079875,0.087768,0.090019,0.10495,0.1029,6.2419,12.728
2000-5-22,7,2.0354,6.8591,0.10206,0.078723,0.086971,0.088875,0.10408,0.10155,6.2785,10.363
2000-5-23,2,1.9643,6.8591,0.10777,0.079329,0.086527,0.087955,0.10223,0.1003,6.3377,8.7342
2000-5-24,0,2.1787,6.8591,0.10476,0.079841,0.086018,0.087076,0.10013,0.099006,6.5409,9.2032
2000-5-25,4,1.5777,6.8591,0.10133,0.079562,0.085348,0.086277,0.098212,0.097786,6.6778,10.016
2000-5-26,3,1.98,6.8591,0.11658,0.07835,0.084332,0.085525,0.096247,0.096415,7.4788,12.195
2000-5-27,26,1.8723,6.8591,0.1506,0.10855,0.10121,0.085765,0.094138,0.094696,8.5485,10.688
2000-5-28,7,0.89445,6.8591,0.13265,0.12362,0.11655,0.10568,0.091882,0.092454,7.3746,7.4732
2000-5-29,0,3.4415,6.8591,0.12917,0.12192,0.11887,0.11153,0.093303,0.090688,7.1077,7.7031
2000-5-30,0,1.3571,6.8591,0.12004,0.1151,0.1177,0.11204,0.10055,0.090538,6.3724,4.0212
2000-5-31,0,1.3091,6.8591,0.11609,0.11232,0.11706,0.11415,0.11202,0.094355,6.7063,8.8183
2000-6-1,0,1.5752,6.8591,0.10787,0.10362,0.10814,0.10979,0.11524,0.093702,7.2583,12.556
2000-6-2,0,0.99068,6.8591,0.1028,0.099151,0.10401,0.1083,0.11719,0.096607,7.8007,10.715
2000-6-3,0,1.6233,6.8591,0.098795,0.095372,0.10075,0.1067,0.11687,0.099121,8.3393,14.405
2000-6-4,1,1.6624,6.8591,0.095009,0.091452,0.09742,0.1046,0.11553,0.10095,9.179,17.329
2000-6-5,0,1.0965,6.8591,0.091449,0.087354,0.094161,0.1023,0.11366,0.1018,10.171,15.022
2000-6-6,1,0.68632,6.8591,0.091969,0.086916,0.093074,0.10007,0.11154,0.10163,8.9388,7.0269
2000-6-7,1,1.2244,6.8591,0.088733,0.086535,0.09305,0.098589,0.10953,0.10108,8.4057,8.0295
2000-6-8,0,0.50275,6.8591,0.090446,0.085922,0.092418,0.097203,0.10782,0.10029,7.8824,6.6897
2000-6-9,1,0.95729,6.8591,0.092128,0.085444,0.092165,0.096043,0.1062,0.099388,7.4662,7.5167
2000-6-10,14,0.76746,6.8591,0.10828,0.085524,0.092116,0.095106,0.10467,0.098273,6.9578,6.1047
2000-6-11,10,0.78136,6.8591,0.13906,0.091188,0.094767,0.094343,0.10327,0.097206,6.5176,4.8067
2000-6-12,0,2.5059,6.8591,0.13448,0.10455,0.10895,0.094162,0.10192,0.096135,7.6915,10.15
2000-6-13,0,1.3946,6.8591,0.12122,0.1039,0.11039,0.099207,0.10052,0.09482,8.459,10.975
2000-6-14,11,1.8055,6.8591,0.13255,0.10466,0.10733,0.10325,0.098934,0.093365,8.99,11.645
2000-6-15,1,2.0659,6.8591,0.13306,0.11175,0.11091,0.10551,0.097843,0.091753,9.4809,8.8805
2000-6-16,0,2.3263,6.8591,0.12102,0.11056,0.11457,0.10992,0.097593,0.090183,9.3052,9.9901
2000-6-17,0,1.5571,6.8591,0.11346,0.10668,0.11257,0.11109,0.099096,0.088894,9.3383,13.386
2000-6-18,0,2.1495,6.8591,0.10647,0.10228,0.10909,0.11028,0.10152,0.088251,9.891,16.072
2000-6-19,3,1.4111,6.8591,0.10481,0.10116,0.10746,0.10616,0.10071,0.085731,10.518,14.551
2000-6-20,11,1.4803,6.8591,0.14857,0.13715,0.13926,0.11436,0.11111,0.096125,11.035,12.37
2000-6-21,4,4.074,6.8591,0.13877,0.119,0.11576,0.10937,0.10831,0.093556,11.562,15.025
2000-6-22,0,3.2067,6.8591,0.12165,0.10666,0.10397,0.10434,0.10352,0.089404,12.035,16.563
2000-6-23,0,2.458,6.8591,0.11349,0.10344,0.10451,0.10559,0.10349,0.089572,11.678,14.217
2000-6-24,0,2.204,6.8591,0.11143,0.098034,0.10015,0.10259,0.10492,0.095069,11.298,13.807
2000-6-25,1,2.247,6.8591,0.11186,0.097215,0.099223,0.10204,0.10506,0.095522,11.02,11.36
2000-6-26,0,1.7448,6.8591,0.11164,0.096856,0.098792,0.10205,0.10504,0.095428,10.736,11.691
2000-6-27,0,2.4502,6.8591,0.10889,0.095273,0.097459,0.10205,0.10493,0.095162,11.433,15.409
2000-6-28,1,2.3245,6.8591,0.10405,0.092709,0.095444,0.10203,0.10466,0.094546,12.482,19.385
2000-6-29,22,2.2851,6.8591,0.11237,0.091324,0.093734,0.10054,0.10314,0.092016,13.044,20.203
2000-6-30,1,3.663,6.8591,0.12567,0.1057,0.099928,0.10672,0.10095,0.08979,13.655,19.352
2000-7-1,3,0.99077,6.8591,0.12222,0.10285,0.10002,0.10607,0.099817,0.088725,13.146,12.051
2000-7-2,1,2.26,6.8591,0.1173,0.10098,0.10076,0.10632,0.1003,0.088148,12.323,13.63
2000-7-3,0,1.7629,6.8591,0.10759,0.095433,0.098267,0.10559,0.10186,0.088442,13.288,17.265
2000-7-4,6,0.89462,6.8591,0.11443,0.092804,0.09587,0.10348,0.10296,0.089229,12.905,14.432
2000-7-5,4,3.2491,6.8591,0.12619,0.092162,0.093844,0.10132,0.10347,0.090172,13.428,17.276
2000-7-6,16,0.85658,6.8591,0.13145,0.094238,0.092502,0.098902,0.10319,0.090809,13.201,15.68
2000-7-7,3,3.2722,6.8591,0.13878,0.11668,0.11298,0.10269,0.1028,0.09101,13.886,16.034
2000-7-8,1,2.6996,6.8591,0.1187,0.10498,0.11045,0.1131,0.11097,0.091878,14.368,18.598
2000-7-9,0,1.2122,6.8591,0.10926,0.096109,0.10082,0.11052,0.11426,0.09897,14.598,17.917
2000-7-10,0,0.75902,6.8591,0.10377,0.091112,0.094001,0.10579,0.1131,0.10177,14.526,16.446
2000-7-11,15,3.3094,6.8591,0.13291,0.10659,0.093457,0.10163,0.11034,0.10192,14.525,15.912
2000-7-12,1,3.406,6.8591,0.12265,0.10475,0.09866,0.10066,0.10728,0.10105,14.849,19.298
2000-7-13,0,3.1607,6.8591,0.11099,0.095627,0.095092,0.1009,0.1051,0.099722,15.579,22.755
2000-7-14,0,3.213,6.8591,0.10055,0.08838,0.089899,0.099207,0.1037,0.098523,16.281,24.552
2000-7-15,2,2.5421,6.8591,0.092188,0.083245,0.085135,0.09637,0.10216,0.09742,16.404,17.518
2000-7-16,1,1.7559,6.8591,0.091163,0.083013,0.083899,0.093694,0.10027,0.096203,14.594,10.861
2000-7-17,5,1.9208,6.8591,0.098883,0.083905,0.084302,0.091732,0.09852,0.095021,12.551,8.6889
2000-7-18,9,1.0138,6.8591,0.14225,0.08827,0.08465,0.090016,0.096796,0.093872,11.797,8.624
2000-7-19,0,2.1858,6.8591,0.12849,0.092328,0.085966,0.088353,0.095183,0.092716,12.406,12.271
2000-7-20,0,2.1752,6.8591,0.11871,0.089566,0.084698,0.086956,0.092907,0.090776,12.625,14.562
2000-7-21,0,2.1278,6.8591,0.11117,0.088409,0.08715,0.086472,0.090788,0.088892,12.979,16.718
2000-7-22,0,2.6578,6.8591,0.10116,0.083811,0.085169,0.086312,0.089813,0.087862,14.258,21.794
2000-7-23,0,1.729,6.8591,0.092087,0.080395,0.082832,0.084689,0.088017,0.085951,14.665,20.352
2000-7-24,0,1.5755,6.8591,0.084959,0.077023,0.08066,0.083131,0.086386,0.084011,15.449,20.411
2000-7-25,1,2.5,6.8591,0.084276,0.076927,0.080088,0.083414,0.083576,0.078476,15.482,20.476
2000-7-26,0,2.5668,6.8591,0.096891,0.082704,0.084646,0.090237,0.087266,0.077993,16.063,22.242
2000-7-27,1,2.2299,6.8591,0.08979,0.079363,0.083177,0.089814,0.086429,0.077028,16.871,22.25
2000-7-28,0,2.5024,6.8591,0.083361,0.074083,0.078772,0.083716,0.076619,0.067469,17.487,23.851
2000-7-29,0,2.5311,6.8591,0.078083,0.07165,0.077882,0.083578,0.076058,0.066897,17.743,24.869
2000-7-30,0,2.5996,6.8591,0.068571,0.069071,0.079064,0.088085,0.083134,0.072825,17.128,21.357
2000-7-31,0,2.1303,6.8591,0.063081,0.066254,0.078022,0.087317,0.081629,0.070739,16.51,19.998
2000-8-1,0,1.4136,6.8591,0.058498,0.063809,0.077147,0.086474,0.080095,0.068587,16.139,19.198
2000-8-2,0,1.5149,6.8591,0.061139,0.064655,0.077317,0.085885,0.079645,0.068194,16.286,18.636
2000-8-3,0,1.9621,6.8591,0.06368,0.063036,0.073965,0.078535,0.078111,0.070307,16.781,18.76
2000-8-4,0,1.7784,6.8591,0.041452,0.050272,0.067247,0.069994,0.072525,0.065519,16.525,18.65
2000-8-5,0,2.0055,6.8591,0.040389,0.049249,0.066997,0.069428,0.071524,0.064054,16.229,17.7
2000-8-6,0,1.7931,6.8591,0.039588,0.048052,0.066675,0.068981,0.070609,0.06267,16.237,18.727
2000-8-7,25,0.53581,6.8591,0.080522,0.055195,0.066686,0.068573,0.069775,0.061385,15.665,15.184
2000-8-8,6,2.9736,6.8591,0.12022,0.080541,0.071942,0.071765,0.068945,0.060171,15.429,15.721
2000-8-9,0,3.2477,6.8591,0.10634,0.083953,0.076226,0.081135,0.068355,0.059025,15.071,15.857
2000-8-10,0,1.6898,6.8591,0.096601,0.082691,0.07536,0.085772,0.067716,0.05806,15.516,18.581
2000-8-11,3,0.95676,6.8591,0.090492,0.080165,0.073736,0.087287,0.067225,0.057179,15.969,17.247
2000-8-12,1,3.6542,6.8591,0.10196,0.08079,0.074099,0.087681,0.066882,0.056626,15.488,14.488
2000-8-13,0,2.2048,6.8591,0.096523,0.081203,0.075459,0.087578,0.066955,0.056079,14.424,13.613
2000-8-14,2,2.6824,6.8591,0.093988,0.080513,0.076681,0.087114,0.067239,0.0559,13.814,12.164
2000-8-15,0,2.7576,6.8591,0.092009,0.079282,0.077625,0.086606,0.067756,0.055915,13.463,14.514
2000-8-16,0,0.76452,6.8591,0.086125,0.077022,0.077206,0.08574,0.068289,0.055967,13.736,13.969
2000-8-17,0,1.9528,6.8591,0.082616,0.07582,0.077618,0.084807,0.068704,0.056003,13.432,12.583
2000-8-18,0,1.92,6.8591,0.07726,0.073611,0.077592,0.08389,0.069103,0.056051,13.539,14.418
2000-8-19,0,1.3947,6.8591,0.072791,0.070649,0.076505,0.082793,0.069314,0.055962,14.182,15.966
2000-8-20,3,1.3647,6.8591,0.073607,0.069715,0.076175,0.081908,0.069288,0.055615,13.764,13.768
2000-8-21,0,2.7193,6.8591,0.071999,0.068598,0.076547,0.081175,0.069382,0.055483,13.509,14.999
2000-8-22,1,2.3102,6.8591,0.068582,0.066172,0.076176,0.080341,0.069433,0.055466,13.69,17.198
2000-8-23,0,2.1268,6.8591,0.065006,0.063397,0.075334,0.079421,0.069397,0.055331,14.146,20.882
2000-8-24,0,1.6978,6.8591,0.060718,0.060261,0.073922,0.078387,0.069232,0.055092,14.883,20.272
2000-8-25,0,1.064,6.8591,0.058167,0.058582,0.073297,0.07731,0.068881,0.054615,14.681,16.837
2000-8-26,0,1.6119,6.8591,0.055264,0.056465,0.072732,0.076536,0.068625,0.054274,15.045,19.301
2000-8-27,0,1.9693,6.8591,0.05324,0.054982,0.071916,0.075596,0.068268,0.0538,14.729,14.622
2000-8-28,0,1.3587,6.8591,0.053729,0.05573,0.073054,0.07505,0.068049,0.053397,13.156,8.9917
2000-8-29,0,1.5032,6.8591,0.054848,0.05658,0.07457,0.074933,0.067964,0.053218,11.927,7.6827
2000-8-30,0,1.1372,6.8591,0.054835,0.056328,0.07519,0.074952,0.068037,0.053135,11.387,7.5616
2000-8-31,0,1.3903,6.8591,0.054969,0.055932,0.075608,0.074864,0.068134,0.053167,11.091,10.015
2000-9-1,0,0.71819,6.8591,0.053828,0.054508,0.075053,0.074698,0.068284,0.053251,11.5,11.054
2000-9-2,0,0.67446,6.8591,0.053292,0.053789,0.074844,0.074415,0.068303,0.053246,11.374,10.571
2000-9-3,3,0.53905,6.8591,0.05319,0.053383,0.074602,0.074046,0.068263,0.053202,11.116,8.9177
2000-9-4,0,0.84962,6.8591,0.053354,0.052855,0.074335,0.073826,0.068183,0.053048,11.501,11.303
2000-9-5,1,1.174,6.8591,0.052269,0.051429,0.07307,0.073346,0.068117,0.052982,12.387,14.05
2000-9-6,0,1.2404,6.8591,0.052152,0.050983,0.072468,0.072812,0.067943,0.052744,12.096,11.939
2000-9-7,0,1.6699,6.8591,0.052124,0.050655,0.072091,0.071526,0.066289,0.051017,11.515,12.198
2000-9-8,0,1.3795,6.8591,0.050514,0.048671,0.071013,0.070171,0.064459,0.049116,11.567,14.668
2000-9-9,1,0.96375,6.8591,0.051076,0.048859,0.071482,0.071076,0.066101,0.050696,11.706,11.156
2000-9-10,1,1.72,6.8591,0.052532,0.049993,0.072307,0.071618,0.067284,0.051798,10.965,8.7103
2000-9-11,0,1.2716,6.8591,0.056213,0.052284,0.074249,0.072106,0.069722,0.054549,10.153,8.1078
2000-9-12,0,1.2997,6.8591,0.05738,0.052184,0.075083,0.074437,0.067959,0.052503,10.168,10.458
2000-9-13,0,1.283,6.8591,0.05754,0.051478,0.075177,0.074023,0.067973,0.052425,9.841,9.7622
2000-9-14,0,1.3037,6.8591,0.057397,0.050562,0.075239,0.073575,0.067959,0.052297,9.6268,11.98
2000-9-15,0,1.3085,6.8591,0.054538,0.047994,0.073798,0.072473,0.067643,0.051854,11.21,17.741
2000-9-16,0,1.2041,6.8591,0.051644,0.046905,0.072143,0.072073,0.06871,0.05303,10.992,14.07
2000-9-17,0,0.47645,6.8591,0.055496,0.047297,0.074627,0.072057,0.067614,0.051525,10.926,10.979
2000-9-18,0,1.1288,6.8591,0.056427,0.047108,0.07545,0.072242,0.067739,0.051573,10.408,11.328
2000-9-19,2,1.0329,6.8591,0.056679,0.047203,0.075489,0.072279,0.067753,0.051581,10.365,7.9842
2000-9-20,0,1.2493,6.8591,0.056981,0.047485,0.075512,0.072377,0.067781,0.051631,9.5819,5.2128
2000-9-21,0,0.74056,6.8591,0.05728,0.047869,0.07552,0.072472,0.067808,0.051681,8.1461,1.1834
2000-9-22,1,0.71038,6.8591,0.057524,0.048138,0.07553,0.072577,0.067838,0.051741,7.1342,0.41744
2000-9-23,0,0.96125,6.8591,0.057981,0.049194,0.075541,0.072791,0.067911,0.052331,6.5363,3.2797
2000-9-24,0,1.0893,6.8591,0.058145,0.048794,0.07565,0.072798,0.067923,0.052424,7.1162,8.5278
2000-9-25,1,0.24386,6.8591,0.058042,0.047091,0.075784,0.07266,0.067874,0.051746,7.5732,4.6208
2000-9-26,0,0.81353,6.8591,0.058253,0.047827,0.075715,0.072786,0.067911,0.051835,6.3854,1.501
2000-9-27,0,0.73839,6.8591,0.057983,0.048799,0.075337,0.072727,0.067753,0.051757,6.7477,6.6169
2000-9-28,0,0.73894,6.8591,0.058214,0.048966,0.076269,0.07283,0.068373,0.052237,7.2762,11.404
2000-9-29,0,0.93279,6.8591,0.055782,0.046494,0.073552,0.071914,0.067236,0.051139,8.0673,12.225
2000-9-30,2,0.45322,6.8591,0.055037,0.045538,0.072486,0.071532,0.067112,0.05108,8.4558,7.1099
2000-10-1,1,1.3834,6.8591,0.056531,0.047334,0.07312,0.071419,0.066917,0.050898,7.1442,5.029
2000-10-2,0,0.61273,6.8591,0.058218,0.048914,0.074516,0.071672,0.066865,0.050818,5.8777,0.86618
2000-10-3,0,0.24276,6.8591,0.059827,0.050104,0.075826,0.072154,0.067053,0.05085,4.9348,-1.4151
2000-10-4,0,0.26076,6.8591,0.060914,0.050782,0.07671,0.072589,0.067251,0.05105,4.442,-2.0362
2000-10-5,0,0.38515,6.8591,0.062179,0.05172,0.077608,0.073002,0.067407,0.051291,3.6979,-3.2861
2000-10-6,0,0.24753,6.8591,0.063054,0.05219,0.078308,0.073488,0.067734,0.051635,3.3063,-2.2718
2000-10-7,0,0.34442,6.8591,0.064256,0.053083,0.07927,0.073904,0.068085,0.051972,2.5342,0.11125
2000-10-8,0,0.40448,6.8591,0.064155,0.052517,0.079492,0.074338,0.06837,0.052322,2.8766,5.2413
2000-10-9,0,0.5806,6.8591,0.062784,0.050835,0.078666,0.074548,0.068652,0.052651,3.8933,10.499
2000-10-10,0,0.37187,6.8591,0.061411,0.04931,0.077392,0.074382,0.068765,0.052883,4.7077,9.591
2000-10-11,0,0.50589,6.8591,0.061106,0.04877,0.076754,0.074183,0.068769,0.052898,4.8078,8.3941
2000-10-12,0,0.24951,6.8591,0.06198,0.049541,0.077078,0.07415,0.068749,0.052867,4.0212,4.5681
2000-10-13,0,0.33501,6.8591,0.062462,0.049745,0.077565,0.074265,0.068717,0.052802,3.8468,4.5171
2000-10-14,0,0.32658,6.8591,0.06282,0.05002,0.077769,0.074335,0.06877,0.052883,3.5047,1.8761
2000-10-15,0,0.28786,6.8591,0.062028,0.048927,0.077373,0.074452,0.068846,0.052919,4.2887,6.2291
2000-10-16,0,0.30073,6.8591,0.062104,0.048815,0.077126,0.074364,0.068853,0.052998,4.1942,7.7712
2000-10-17,0,0.46205,6.8591,0.061302,0.047902,0.076407,0.074265,0.068801,0.052967,4.6915,8.302
2000-10-18,0,0.2538,6.8591,0.061679,0.048143,0.076587,0.074217,0.068767,0.052899,4.3852,8.5655
2000-10-19,0,0.42526,6.8591,0.060948,0.04738,0.075922,0.074004,0.068689,0.052762,4.7511,6.0849
2000-10-20,0,0.14371,6.8591,0.061251,0.0471,0.074607,0.072848,0.067574,0.051431,3.8927,0.7473
2000-10-21,0,0.19989,6.8591,0.061798,0.047982,0.076455,0.074134,0.068648,0.052733,4.3103,5.1325
2000-10-22,0,0.36263,6.8591,0.061495,0.047676,0.076045,0.074031,0.068602,0.052654,4.3343,4.8166
2000-10-23,0,0.32891,6.8591,0.061511,0.047344,0.076087,0.074082,0.068582,0.05265,4.5218,8.4976
2000-10-24,0,0.27042,6.8591,0.061206,0.046935,0.075614,0.073967,0.068531,0.052581,4.6969,10.833
2000-10-25,0,0.072239,6.8591,0.060289,0.046023,0.074835,0.073762,0.068402,0.052496,5.2342,8.1586
2000-10-26,0,0.11005,6.8591,0.062411,0.048123,0.075789,0.073705,0.068347,0.052401,3.4308,-0.043667
2000-10-27,0,0.27745,6.8591,0.064645,0.049964,0.077601,0.074122,0.068353,0.052353,2.2618,-0.46516
2000-10-28,0,0.042593,6.8591,0.063373,0.048433,0.077205,0.074432,0.068485,0.052502,3.4677,3.3063
2000-10-29,0,0.20491,6.8591,0.061994,0.047212,0.076058,0.074348,0.068583,0.052632,4.2446,3.9226
2000-10-30,0,0.17267,6.8591,0.061009,0.046198,0.075159,0.07413,0.068597,0.052617,4.9427,5.6102
2000-10-31,0,0.23287,6.8591,0.061383,0.046679,0.074913,0.073902,0.068465,0.052565,4.3746,1.9316
2000-11-1,0,0.073686,6.8591,0.064019,0.04903,0.076384,0.073986,0.068354,0.052418,2.5786,-3.014
2000-11-2,0,0.10008,6.8591,0.064816,0.04938,0.07732,0.074371,0.068435,0.052405,2.4827,0.26297
2000-11-3,0,0.14571,6.8591,0.065251,0.049545,0.077532,0.074601,0.068645,0.052581,2.3231,0.22442
2000-11-4,0,0.15966,6.8591,0.064646,0.048761,0.077351,0.074767,0.068724,0.052768,2.9734,4.2825
2000-11-5,3.1319,0.68726,6.8591,0.064201,0.048225,0.076578,0.074649,0.068848,0.052901,3.0489,-4.5593
2000-11-6,0,0.37702,6.8591,0.06577,0.049778,0.077495,0.074721,0.068869,0.05297,1.8598,-10.268
2000-11-7,0,0.10943,6.8591,0.067402,0.051335,0.078715,0.075036,0.069,0.052999,0.64462,-12.326
2000-11-8,1.0015,0.22278,6.8591,0.069064,0.05238,0.080004,0.075557,0.069234,0.053252,0.057708,-10.674
2000-11-9,0,0.25764,6.8591,0.069238,0.052245,0.080304,0.075938,0.069488,0.053587,0.15744,-9.2517
2000-11-10,1,0.18132,6.8591,0.069477,0.052312,0.08047,0.076281,0.069768,0.053908,0.019958,-11.889
2000-11-11,0,0.079932,6.8591,0.070302,0.053202,0.081172,0.076493,0.070088,0.054251,-0.76021,-13.132
2000-11-12,0,0.20141,6.8591,0.070415,0.05347,0.081686,0.076886,0.070334,0.054556,-0.9335,-10.66
2000-11-13,0,0.067382,6.8591,0.070347,0.053527,0.081937,0.077182,0.070588,0.054899,-0.98577,-7.5714
2000-11-14,1.0206,0.19036,6.8591,0.0702,0.05281,0.081692,0.077336,0.070855,0.055153,-0.33045,-2.9725
2000-11-15,0,0.11747,6.8591,0.070319,0.052653,0.081419,0.077418,0.071052,0.05539,-0.46073,-8.8698
2000-11-16,0,0.06299,6.8591,0.070468,0.052935,0.081605,0.077549,0.071184,0.055631,-0.71275,-9.6366
2000-11-17,0,0.20927,6.8591,0.070468,0.052831,0.081726,0.07767,0.071316,0.055751,-0.61792,-5.9507
2000-11-18,6.0459,0.20686,6.8591,0.070297,0.052395,0.081451,0.077765,0.071465,0.055885,-0.30462,-8.318
2000-11-19,0,0.19472,6.8591,0.070116,0.052423,0.081402,0.077803,0.071551,0.05607,-0.42912,-11.324
2000-11-20,0,0.15842,6.8591,0.070129,0.052633,0.081652,0.077901,0.071637,0.056169,-0.65468,-9.692
2000-11-21,1,0.13035,6.8591,0.070187,0.052547,0.081632,0.077968,0.071718,0.05628,-0.63057,-9.53
2000-11-22,1,0.22819,6.8591,0.070169,0.052311,0.081582,0.07805,0.071819,0.056402,-0.52782,-3.8867
2000-11-23,0,0.39542,6.8591,0.07013,0.0521,0.081398,0.078047,0.071867,0.056534,-0.36172,-2.1147
2000-11-24,0,0.26944,6.8591,0.070166,0.052017,0.081266,0.078082,0.071934,0.0566,-0.33299,-0.92761
2000-11-25,0,0.15832,6.8591,0.070254,0.052087,0.08115,0.078037,0.072015,0.056617,-0.45034,-3.1059
2000-11-26,0,0.15007,6.8591,0.070281,0.052029,0.081214,0.078147,0.072034,0.056634,-0.42452,-1.0227
2000-11-27,0,0.082874,6.8591,0.070301,0.051983,0.081169,0.078102,0.072085,0.056736,-0.45752,-5.6103
2000-11-28,0,0.091579,6.8591,0.070368,0.052013,0.081167,0.078103,0.072101,0.056782,-0.50901,-6.7125
2000-11-29,0,0.071819,6.8591,0.070347,0.051843,0.081149,0.078196,0.072133,0.056851,-0.43312,-6.9422
2000-11-30,0,0.13223,6.8591,0.070403,0.052157,0.081287,0.078204,0.072198,0.0569,-1.1153,-14.201
2000-12-1,0,0.071777,6.8591,0.070385,0.051318,0.081721,0.078318,0.072234,0.056948,-1.4147,-11.415
2000-12-2,0,0.088604,6.8591,0.070688,0.049813,0.08197,0.078454,0.072318,0.057073,-1.5639,-8.9011
2000-12-3,1.0183,0.15546,6.8591,0.070431,0.047797,0.081897,0.078546,0.072436,0.057183,-1.171,-6.801
2000-12-4,0,0.021206,6.8591,0.071325,0.04734,0.082043,0.07855,0.072518,0.057404,-2.1402,-22.382
2000-12-5,0,0.089532,6.8591,0.072945,0.044787,0.082607,0.078688,0.07265,0.05755,-3.0114,-17.849
2000-12-6,6,0.074458,6.8591,0.072815,0.042353,0.081941,0.07882,0.07277,0.057651,-2.646,-18.005
2000-12-7,0,0.096959,6.8591,0.072622,0.041373,0.080992,0.078982,0.072898,0.057819,-2.4621,-19.062
2000-12-8,0,0.014928,6.8591,0.073086,0.041771,0.080209,0.079014,0.072999,0.057954,-2.7766,-22.633
2000-12-9,0,0.069292,6.8591,0.074121,0.042494,0.07937,0.079085,0.073104,0.058169,-3.4895,-30.514
2000-12-10,0,0.067259,6.8591,0.075273,0.042896,0.077699,0.07922,0.073268,0.05833,-4.0515,-25.159
2000-12-11,0,-0.0073445,6.8591,0.075636,0.042714,0.074618,0.079252,0.073384,0.058505,-4.2252,-25.199
2000-12-12,0,0.0020876,6.8591,0.076269,0.042951,0.071471,0.079402,0.073535,0.058705,-4.5815,-24.884
2000-12-13,0,0.0036351,6.8591,0.076793,0.043173,0.068743,0.079414,0.073683,0.058868,-4.9127,-26.166
2000-12-14,0,-0.0096138,6.8591,0.077608,0.043758,0.066834,0.079366,0.073804,0.059084,-5.4656,-27.8
2000-12-15,2.0056,0.033756,6.8591,0.078368,0.044262,0.065324,0.07918,0.073984,0.059255,-5.9273,-27.045
2000-12-16,0,0.0034868,6.8591,0.078571,0.044043,0.062947,0.078773,0.074121,0.059499,-5.9028,-28.523
2000-12-17,3.0174,0.068534,6.8591,0.078759,0.044087,0.064306,0.077854,0.074213,0.05962,-5.9814,-24.97
2000-12-18,0,0.083234,6.8591,0.078263,0.043259,0.064747,0.076258,0.074318,0.059885,-5.6027,-21.931
2000-12-19,9.2124,0.075736,6.8591,0.077848,0.042643,0.06463,0.074025,0.074437,0.060067,-5.3067,-21.629
2000-12-20,0,-0.016061,6.8591,0.077397,0.042054,0.064368,0.071592,0.074484,0.060287,-5.0188,-27.348
2000-12-21,1,0.035438,6.8591,0.077448,0.042215,0.064486,0.069273,0.074617,0.060433,-5.0886,-24.162
2000-12-22,0,0.05348,6.8591,0.077168,0.041826,0.064546,0.066755,0.074618,0.06052,-4.8727,-21.585
2000-12-23,0,0.025691,6.8591,0.077102,0.041863,0.064441,0.063902,0.074751,0.060732,-4.9045,-28.173
2000-12-24,0,0.035653,6.8591,0.077623,0.042464,0.06502,0.060733,0.074783,0.060819,-5.2222,-24.62
2000-12-25,0,0.037062,6.8591,0.077662,0.042297,0.06535,0.056985,0.0748,0.060915,-5.1474,-21.542
2000-12-26,2,0.018032,6.8591,0.077496,0.042065,0.065296,0.052553,0.074817,0.061052,-5.0577,-20.395
2000-12-27,0,0.053963,6.8591,0.077149,0.041745,0.065116,0.047965,0.074848,0.06124,-4.8628,-18.393
2000-12-28,1,0.12771,6.8591,0.076791,0.041227,0.064794,0.043335,0.074853,0.061267,-4.5693,-13.66
2000-12-29,0,0.028045,6.8591,0.076452,0.040938,0.064285,0.039119,0.074914,0.061398,-4.4201,-19.767
2000-12-30,0,0.057473,6.8591,0.076596,0.04108,0.064346,0.035844,0.074852,0.06147,-4.4965,-16.629
2000-12-31,0,0.081829,6.8591,0.076643,0.041158,0.064357,0.034402,0.074809,0.061598,-4.5307,-18.045
2001-1-1,1,0.04105,6.8591,0.07679,0.041223,0.064611,0.034542,0.074732,0.06155,-4.5348,-8.1663
2001-1-2,1,0.11958,6.8591,0.075834,0.039853,0.063785,0.03522,0.074646,0.061651,-3.7748,-3.0687
2001-1-3,0,0.093603,6.8591,0.074646,0.038626,0.062503,0.035432,0.074481,0.061714,-3.1112,-2.5524
2001-1-4,0,1.0805,6.8591,0.07389,0.037961,0.061508,0.035366,0.074299,0.061663,-2.6713,0.19144
2001-1-5,1.0098,0.074083,6.8591,0.073422,0.037705,0.0608,0.035232,0.074051,0.061553,-2.5193,-7.6761
2001-1-6,0,0.045429,6.8591,0.073371,0.037784,0.060679,0.035219,0.073865,0.06152,-2.5072,-4.9154
2001-1-7,0,0.095902,6.8591,0.073039,0.0377,0.060335,0.035214,0.07373,0.061448,-2.3877,-9.3283
2001-1-8,0,0.2924,6.8591,0.073539,0.038305,0.06054,0.035218,0.07358,0.061382,-2.739,-6.5697
2001-1-9,1,0.20392,6.8591,0.073863,0.038432,0.060896,0.035336,0.0734,0.061351,-2.782,-2.1284
2001-1-10,0,0.15284,6.8591,0.073657,0.038199,0.0607,0.035331,0.073249,0.061332,-2.6367,-3.7955
