 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:   4.11.2021    Time:  22: 5:27
 Units: L = m    , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
      418  0.3590000E+03  0.10000E+01    3     1203     0    -5     T
      419  0.3600000E+03  0.10000E+01    2     1205     0    -5     T
      420  0.3610000E+03  0.10000E+01    4     1209     0    -5     T
      421  0.3620000E+03  0.10000E+01    4     1213     0    -5     T
      422  0.3630000E+03  0.10000E+01    2     1215     0    -5     T
      423  0.3640000E+03  0.10000E+01    2     1217     0    -5     T
      424  0.3650000E+03  0.10000E+01    2     1219     0    -5     T
      425  0.3660000E+03  0.10000E+01    4     1223     0    -5     T
      426  0.3670000E+03  0.10000E+01    4     1227     0    -5     T
      427  0.3680000E+03  0.10000E+01    3     1230     0    -5     T
      428  0.3690000E+03  0.10000E+01    2     1232     0    -5     T
      429  0.3700000E+03  0.10000E+01    2     1234     0    -5     T
      430  0.3710000E+03  0.10000E+01    2     1236     0    -5     T
      431  0.3720000E+03  0.10000E+01    2     1238     0    -5     T
      432  0.3730000E+03  0.10000E+01    2     1240     0    -5     T
      433  0.3740000E+03  0.10000E+01    2     1242     0    -5     T
      434  0.3750000E+03  0.10000E+01    2     1244     0    -5     T
      435  0.3760000E+03  0.10000E+01    2     1246     0    -5     T
      436  0.3770000E+03  0.10000E+01    2     1248     0    -5     T
      437  0.3780000E+03  0.10000E+01    2     1250     0    -5     T
      438  0.3790000E+03  0.10000E+01    2     1252     0    -5     T
      439  0.3800000E+03  0.10000E+01    2     1254     0    -5     T
      440  0.3810000E+03  0.10000E+01    2     1256     0    -5     T
      441  0.3820000E+03  0.10000E+01    2     1258     0    -5     T
      442  0.3830000E+03  0.10000E+01    2     1260     0    -5     T
      443  0.3840000E+03  0.10000E+01    2     1262     0    -5     T
      444  0.3850000E+03  0.10000E+01    2     1264     0    -5     T
      445  0.3860000E+03  0.10000E+01    2     1266     0    -5     T
      446  0.3870000E+03  0.10000E+01    2     1268     0    -5     T
      447  0.3880000E+03  0.10000E+01    2     1270     0    -5     T
      448  0.3890000E+03  0.10000E+01    2     1272     0    -5     T
      449  0.3900000E+03  0.10000E+01    2     1274     0    -5     T
      450  0.3910000E+03  0.10000E+01    2     1276     0    -5     T
      451  0.3920000E+03  0.10000E+01    2     1278     0    -5     T
      452  0.3930000E+03  0.10000E+01    2     1280     0    -5     T
      453  0.3940000E+03  0.10000E+01    2     1282     0    -5     T
      454  0.3950000E+03  0.10000E+01    2     1284     0    -5     T
      455  0.3960000E+03  0.10000E+01    2     1286     0    -5     T
      456  0.3970000E+03  0.10000E+01    2     1288     0    -5     T
      457  0.3980000E+03  0.10000E+01    2     1290     0    -5     T
      458  0.3990000E+03  0.10000E+01    2     1292     0    -5     T
      459  0.4000000E+03  0.10000E+01    2     1294     0    -5     T
      460  0.4010000E+03  0.10000E+01    2     1296     0    -5     T
      461  0.4020000E+03  0.10000E+01    5     1301     0    -5     T
      462  0.4030000E+03  0.10000E+01    4     1305     0    -5     T
      463  0.4040000E+03  0.10000E+01    2     1307     0    -5     T
      464  0.4050000E+03  0.10000E+01    4     1311     0    -5     T
      465  0.4060000E+03  0.10000E+01    2     1313     0    -5     T
      466  0.4070000E+03  0.10000E+01    4     1317     0    -5     T
      467  0.4080000E+03  0.10000E+01    4     1321     0    -5     T
      468  0.4090000E+03  0.10000E+01    2     1323     0    -5     T
      469  0.4100000E+03  0.10000E+01    2     1325     0    -5     T
      470  0.4110000E+03  0.10000E+01    4     1329     0    -5     T
      471  0.4120000E+03  0.10000E+01    4     1333     0    -5     T
      472  0.4130000E+03  0.10000E+01    2     1335     0    -5     T
      473  0.4140000E+03  0.10000E+01    2     1337     0    -5     T
      474  0.4150000E+03  0.10000E+01    6     1343     0    -5     T
      475  0.4160000E+03  0.10000E+01    5     1348     0    -5     T
      476  0.4170000E+03  0.10000E+01    2     1350     0    -5     T
      477  0.4180000E+03  0.10000E+01    4     1354     0    -5     T
      478  0.4190000E+03  0.10000E+01    2     1356     0    -5     T
      479  0.4200000E+03  0.10000E+01    4     1360     0    -5     T
      480  0.4210000E+03  0.10000E+01    2     1362     0    -5     T
      481  0.4220000E+03  0.10000E+01    2     1364     0    -5     T
      482  0.4230000E+03  0.10000E+01    2     1366     0    -5     T
      483  0.4240000E+03  0.10000E+01    2     1368     0    -5     T
      484  0.4250000E+03  0.10000E+01    2     1370     0    -5     T
      485  0.4260000E+03  0.10000E+01    2     1372     0    -5     T
      486  0.4270000E+03  0.10000E+01    2     1374     0    -5     T
      487  0.4280000E+03  0.10000E+01    2     1376     0    -5     T
      488  0.4290000E+03  0.10000E+01    2     1378     0    -5     T
      489  0.4300000E+03  0.10000E+01    4     1382     0    -5     T
      490  0.4310000E+03  0.10000E+01    4     1386     0    -5     T
      491  0.4320000E+03  0.10000E+01    2     1388     0    -5     T
      492  0.4330000E+03  0.10000E+01    6     1394     0    -5     T
      493  0.4340000E+03  0.10000E+01    5     1399     0    -5     T
      494  0.4350000E+03  0.10000E+01    2     1401     0    -5     T
      495  0.4360000E+03  0.10000E+01    2     1403     0    -5     T
      496  0.4370000E+03  0.10000E+01    2     1405     0    -5     T
      497  0.4380000E+03  0.10000E+01    2     1407     0    -5     T
      498  0.4390000E+03  0.10000E+01    2     1409     0    -5     T
      499  0.4400000E+03  0.10000E+01    2     1411     0    -5     T
      500  0.4410000E+03  0.10000E+01    2     1413     0    -5     T
      501  0.4420000E+03  0.10000E+01    4     1417     0    -5     T
      502  0.4430000E+03  0.10000E+01    4     1421     0    -5     T
      503  0.4440000E+03  0.10000E+01    4     1425     0    -5     T
      504  0.4450000E+03  0.10000E+01    4     1429     0    -5     T
      505  0.4460000E+03  0.10000E+01    7     1436     0    -5     T
      506  0.4470000E+03  0.10000E+01    6     1442     0    -5     T
      507  0.4475000E+03  0.50000E+00    4     1446     0    -5     T
      508  0.4480000E+03  0.50000E+00    2     1448     0    -5     T
      509  0.4490000E+03  0.10000E+01    2     1450     0    -5     T
      510  0.4500000E+03  0.10000E+01    2     1452     0    -5     T
      511  0.4510000E+03  0.10000E+01    2     1454     0    -5     T
      512  0.4520000E+03  0.10000E+01    2     1456     0    -5     T
      513  0.4525000E+03  0.50000E+00    4     1460     0    -5     T
      514  0.4530000E+03  0.50000E+00    3     1463     0    -5     T
      515  0.4540000E+03  0.10000E+01    4     1467     0    -5     T
      516  0.4545000E+03  0.50000E+00    4     1471     0    -5     T
      517  0.4550000E+03  0.50000E+00    2     1473     0    -5     T
      518  0.4560000E+03  0.10000E+01    4     1477     0    -5     T
      519  0.4570000E+03  0.10000E+01    2     1479     0    -5     T
      520  0.4580000E+03  0.10000E+01    2     1481     0    -5     T
      521  0.4585000E+03  0.50000E+00    2     1483     0    -5     T
      522  0.4590000E+03  0.50000E+00    2     1485     0    -5     T
      523  0.4600000E+03  0.10000E+01    2     1487     0    -5     T
      524  0.4610000E+03  0.10000E+01    4     1491     0    -5     T
      525  0.4620000E+03  0.10000E+01    2     1493     0    -5     T
      526  0.4625000E+03  0.50000E+00    2     1495     0    -5     T
      527  0.4630000E+03  0.50000E+00    2     1497     0    -5     T
      528  0.4640000E+03  0.10000E+01    4     1501     0    -5     T
      529  0.4650000E+03  0.10000E+01    2     1503     0    -5     T
      530  0.4660000E+03  0.10000E+01    2     1505     0    -5     T
      531  0.4665000E+03  0.50000E+00    2     1507     0    -5     T
      532  0.4670000E+03  0.50000E+00    2     1509     0    -5     T
      533  0.4680000E+03  0.10000E+01    4     1513     0    -5     T
      534  0.4690000E+03  0.10000E+01    2     1515     0    -5     T
      535  0.4700000E+03  0.10000E+01    2     1517     0    -5     T
      536  0.4710000E+03  0.10000E+01    2     1519     0    -5     T
      537  0.4720000E+03  0.10000E+01    2     1521     0    -5     T
      538  0.4730000E+03  0.10000E+01    2     1523     0    -5     T
      539  0.4740000E+03  0.10000E+01    2     1525     0    -5     T
      540  0.4750000E+03  0.10000E+01    2     1527     0    -5     T
      541  0.4760000E+03  0.10000E+01    2     1529     0    -5     T
      542  0.4770000E+03  0.10000E+01    2     1531     0    -5     T
      543  0.4780000E+03  0.10000E+01    2     1533     0    -5     T
      544  0.4790000E+03  0.10000E+01    2     1535     0    -5     T
      545  0.4800000E+03  0.10000E+01    2     1537     0    -5     T
      546  0.4810000E+03  0.10000E+01    2     1539     0    -5     T
      547  0.4820000E+03  0.10000E+01    2     1541     0    -5     T
      548  0.4830000E+03  0.10000E+01    2     1543     0    -5     T
      549  0.4840000E+03  0.10000E+01    2     1545     0    -5     T
      550  0.4850000E+03  0.10000E+01    2     1547     0    -5     T
      551  0.4860000E+03  0.10000E+01    2     1549     0    -5     T
      552  0.4870000E+03  0.10000E+01    2     1551     0    -5     T
      553  0.4875000E+03  0.50000E+00    4     1555     0    -5     T
      554  0.4880000E+03  0.50000E+00    2     1557     0    -5     T
      555  0.4890000E+03  0.10000E+01    2     1559     0    -5     T
      556  0.4895000E+03  0.50000E+00    5     1564     0    -5     T
      557  0.4900000E+03  0.50000E+00    4     1568     0    -5     T
      558  0.4905000E+03  0.50000E+00    4     1572     0    -5     T
      559  0.4910000E+03  0.50000E+00    2     1574     0    -5     T
      560  0.4920000E+03  0.10000E+01    4     1578     0    -5     T
      561  0.4930000E+03  0.10000E+01    2     1580     0    -5     T
      562  0.4940000E+03  0.10000E+01    2     1582     0    -5     T
      563  0.4950000E+03  0.10000E+01    2     1584     0    -5     T
      564  0.4960000E+03  0.10000E+01    2     1586     0    -5     T
      565  0.4970000E+03  0.10000E+01    2     1588     0    -5     T
      566  0.4980000E+03  0.10000E+01    2     1590     0    -5     T
      567  0.4990000E+03  0.10000E+01    2     1592     0    -5     T
      568  0.4995000E+03  0.50000E+00    4     1596     0    -5     T
      569  0.5000000E+03  0.50000E+00    2     1598     0    -5     T
      570  0.5005000E+03  0.50000E+00    4     1602     0    -5     T
      571  0.5010000E+03  0.50000E+00    3     1605     0    -5     T
      572  0.5020000E+03  0.10000E+01    4     1609     0    -5     T
      573  0.5025000E+03  0.50000E+00    5     1614     0    -5     T
      574  0.5030000E+03  0.50000E+00    4     1618     0    -5     T
      575  0.5040000E+03  0.10000E+01    4     1622     0    -5     T
      576  0.5050000E+03  0.10000E+01    2     1624     0    -5     T
      577  0.5060000E+03  0.10000E+01    2     1626     0    -5     T
      578  0.5070000E+03  0.10000E+01    2     1628     0    -5     T
      579  0.5080000E+03  0.10000E+01    2     1630     0    -5     T
      580  0.5090000E+03  0.10000E+01    2     1632     0    -5     T
      581  0.5100000E+03  0.10000E+01    2     1634     0    -5     T
      582  0.5110000E+03  0.10000E+01    2     1636     0    -5     T
      583  0.5120000E+03  0.10000E+01    2     1638     0    -5     T
      584  0.5130000E+03  0.10000E+01    2     1640     0    -5     T
      585  0.5140000E+03  0.10000E+01    2     1642     0    -5     T
      586  0.5150000E+03  0.10000E+01    2     1644     0    -5     T
      587  0.5160000E+03  0.10000E+01    2     1646     0    -5     T
      588  0.5170000E+03  0.10000E+01    2     1648     0    -5     T
      589  0.5180000E+03  0.10000E+01    2     1650     0    -5     T
      590  0.5190000E+03  0.10000E+01    2     1652     0    -5     T
      591  0.5200000E+03  0.10000E+01    2     1654     0    -5     T
      592  0.5210000E+03  0.10000E+01    2     1656     0    -5     T
      593  0.5220000E+03  0.10000E+01    2     1658     0    -5     T
      594  0.5230000E+03  0.10000E+01    2     1660     0    -5     T
      595  0.5240000E+03  0.10000E+01    2     1662     0    -5     T
      596  0.5250000E+03  0.10000E+01    2     1664     0    -5     T
      597  0.5260000E+03  0.10000E+01    2     1666     0    -5     T
      598  0.5270000E+03  0.10000E+01    2     1668     0    -5     T
      599  0.5275000E+03  0.50000E+00    3     1671     0    -5     T
      600  0.5280000E+03  0.50000E+00    2     1673     0    -5     T
      601  0.5285000E+03  0.50000E+00    4     1677     0    -5     T
      602  0.5290000E+03  0.50000E+00    2     1679     0    -5     T
      603  0.5300000E+03  0.10000E+01    4     1683     0    -5     T
      604  0.5310000E+03  0.10000E+01    2     1685     0    -5     T
      605  0.5320000E+03  0.10000E+01    2     1687     0    -5     T
      606  0.5330000E+03  0.10000E+01    2     1689     0    -5     T
      607  0.5340000E+03  0.10000E+01    2     1691     0    -5     T
      608  0.5350000E+03  0.10000E+01    2     1693     0    -5     T
      609  0.5355000E+03  0.50000E+00    5     1698     0    -5     T
      610  0.5360000E+03  0.50000E+00    4     1702     0    -5     T
      611  0.5370000E+03  0.10000E+01    4     1706     0    -5     T
      612  0.5380000E+03  0.10000E+01    2     1708     0    -5     T
      613  0.5390000E+03  0.10000E+01    2     1710     0    -5     T
      614  0.5400000E+03  0.10000E+01    2     1712     0    -5     T
      615  0.5410000E+03  0.10000E+01    2     1714     0    -5     T
      616  0.5420000E+03  0.10000E+01    2     1716     0    -5     T
      617  0.5430000E+03  0.10000E+01    2     1718     0    -5     T
      618  0.5435000E+03  0.50000E+00    4     1722     0    -5     T
      619  0.5440000E+03  0.50000E+00    2     1724     0    -5     T
      620  0.5450000E+03  0.10000E+01    2     1726     0    -5     T
      621  0.5460000E+03  0.10000E+01    2     1728     0    -5     T
      622  0.5470000E+03  0.10000E+01    2     1730     0    -5     T
      623  0.5480000E+03  0.10000E+01    2     1732     0    -5     T
      624  0.5490000E+03  0.10000E+01    2     1734     0    -5     T
      625  0.5500000E+03  0.10000E+01    2     1736     0    -5     T
      626  0.5505000E+03  0.50000E+00    4     1740     0    -5     T
      627  0.5510000E+03  0.50000E+00    2     1742     0    -5     T
      628  0.5515000E+03  0.50000E+00    4     1746     0    -5     T
      629  0.5520000E+03  0.50000E+00    3     1749     0    -5     T
      630  0.5530000E+03  0.10000E+01    4     1753     0    -5     T
      631  0.5535000E+03  0.50000E+00    4     1757     0    -5     T
      632  0.5540000E+03  0.50000E+00    2     1759     0    -5     T
      633  0.5550000E+03  0.10000E+01    2     1761     0    -5     T
